Shape,ESD,CSF,Wt_Calc,Wt_Meas,Time,Distance,timestep,Re_Meas,Re_Calc,Cd_Meas,Cd_Calc
Film,0.001112342,0.0106031251826439,0.00516110341646911,0.008503401,0.0108,4.60000933292129e-05,0.0002,6.109864469,4.75514632357838,56.79870361,154.124490336453
Film,0.001091642,0.0138611083160537,0.00548665099811003,0.00856898,0.0116,5.27136783435228e-05,0.0002,6.042409009,4.96101523432073,54.8918122,133.843328714773
Film,0.001096891,0.0611262058652282,0.00628565196632753,0.007538636,0.0136,7.1093685557258e-05,0.0002,5.341419703,5.71079791244475,71.2628765,102.465449376984
Film,0.001142018,0.00463712585471378,0.00402934764852337,0.006928904,0.0084,2.77478465076253e-05,0.0002,5.111380241,3.81145395006434,87.82727907,259.624591388886
Film,0.001132298,0.00564446175617915,0.00447176273475137,0.008421053,0.0094,3.46231959424154e-05,0.0002,6.159250987,4.193942587937,58.95404901,209.000876981031
Film,0.000960498,0.0065147011520963,0.00409981819414348,0.007412898,0.0086,2.89184598051495e-05,0.0002,4.599231619,3.26170028546552,64.53658963,210.9108528008
Film,0.001453873,0.00769063045859797,0.00540308791822314,0.00911577,0.0112,4.99601377708999e-05,0.0002,8.560921582,6.50656082441777,64.59892385,183.806529791397
Film,0.001312777,0.038718372041844,0.00570199922948818,0.006785004,0.0122,5.77512379748344e-05,0.0002,5.753628419,6.20013437223399,105.2873854,149.029136802226
Film,0.001096891,0.00634608923266282,0.00432146568951013,0.006874283,0.009,3.19374199170583e-05,0.0002,4.870700115,3.92624621448379,85.70259537,216.787393487491
Film,0.001080991,0.00492837454896964,0.00414537060918293,0.00669344,0.0088,3.00245412256066e-05,0.0002,4.673823219,3.71166208369072,89.08589669,232.193401940913
